acadm_year	acadm_term	authorize_p	authorize_using	chn_name	classes	comment	counter	counter_exceptAuth	course_avg	course_code	course_group	course_kind	credit	dept_chiabbr	dept_code	dept_group_name	eng_name	eng_teach	form_s	limit	limit_count_h	option_code	restrict	rt	serial_no	teacher	time_inf	generalCore
114	1	5	0	國際體育與運動現勢 </br>[ 學分學程：金牌書院 ]			13	13		A0U0005		半	2.0	運休學院	A		International Trends of Physical Education and Sports </br>[ Program: The Program of Elite Athletes College ]			5	50	選	◎初選 金牌書院學程 研究生得下修	N	0001	陳美燕	四 6-7 和平 綜602	
114	1	10	0	休閒教育專題研究 </br>[ 學分學程：高齡學程 ]			6	6		PED0009		半	3.0	體育系（博）	AD30		Special Topics in Leisure Education </br>[ Program: The program of Cultivating Seniors Service Talent in Community ]			0	50	選	◎課程開放上修	N	0002	張少熙	四 7-9 和平 體育館一2樓會議室	
114	1	10	0	運動科學特論			18	18		PED0012		半	3.0	體育系（博）	AD30		Topics in Sport Science			0	50	必	◎課程開放上修	N	0003	張育愷	五 2-4 和平 體001	
114	1	10	0	高等教育體育課程研究			6	6		PED0056		半	3.0	體育系（博）	AD30		Studies in Physical Education Curriculum for Higher Education			0	50	選	◎課程開放上修	N	0004	林靜萍	一 7-9 和平 體002	
114	1	10	0	身體活動心理學之研究典範與批判			6	6		PED0072		半	3.0	體育系（博）	AD30		Paradigms and Critiques of Physical Activity Psychology Research			0	50	選	◎課程開放上修	N	0005	季力康	四 7-9 和平 體003	
114	1	2	0	質性研究法			10	10		SRD0001		半	3.0	休旅所（博）	AD31		Qualitative Methodology	是		2	30	必	◎課程不開放上修	N	0006	麥康妮	四 7-9 和平 綜603	
114	1	5	0	遊憩資源策略管理			6	6		SRD0004		半	3.0	休旅所（博）	AD31		Strategic Management on Recreational Resources			5	30	選	◎課程不開放上修	N	0007	李晶	四 3-5 和平 綜602	
114	1	1	1	服務品質管理研究			15	14		SRD0011		半	3.0	休旅所（博）	AD31		Studies in Service Quality Management			3	30	選	◎課程不開放上修	N	0008	陳美燕	一 6-8 和平 綜603	
114	1	1	1	運動休閒與餐旅管理專題討論			4	3		SRD0024		半	1.0	休旅所（博）	AD31		Seminar on Sport, Leisure, and Hospitality Management			0	30	必	允許重複修 ◎必須先修過【SRD0001  質性研究法】、【SRD0002  量化研究法】其中一門 ◎課程不開放上修	N	0009	王國欽	四 B 和平 綜509國際會議廳	
114	1	0	0	統計學暨實習		◎數位課程 TAICA臺灣大學課程；學制：大；上課時間：星期二 13:20~15:10、星期三 9:10~12:10	1	1		TAU0003		半	4.0	AI聯盟	AIA		Statistics with Recitation	是		0	50	選		1	0010	李宗穎	二 6-7 校外 教室自排, 三 2-4 校外 教室自排	
114	1	0	0	生成式人工智慧與機器學習導論		◎數位課程 TAICA臺灣大學課程；學制：大；上課時間：星期五 14:20~17:20（實際上課日期：9/12、9/19、9/26、10/17、10/24、10/31、11/14、11/28、12/5、12/12）	20	20		TAU0004		半	3.0	AI聯盟	AIA		Introduction to Generative Artificial Intelligence and Machine Learning			0	20	選		1	0011	李宏毅	五 7-9 校外 教室自排	
114	1	0	0	基礎程式設計（C＋＋）		◎數位課程 TAICA陽明交通大學課程；學制：大；上課時間：星期一 9:00~12:00；本校協同教師：蔣宗哲	20	20		TAU0005		半	3.0	AI聯盟	AIA		Introduction to Programming (C++)			0	50	選		1	0012	宏斌	一 2-4 公館 理圖801	
114	1	0	0	金融科技導論 </br>[ 學分學程：人工探索學程 ]	8	◎數位課程 TAICA臺灣大學課程；學制：碩博；上課時間：星期三 9:10~12:10	4	4		TAC8002		半	3.0	AI聯盟	AIA		Introduction to FinTech </br>[ Program: Applied Artificial Intelligence Exploration Program ]			0	45	選	◎課程不開放上修	1	0013	張智星	三 2-4 校外 教室自排	
114	1	0	0	資料探勘與應用 </br>[ 學分學程：AI自然語言 ]	8	◎數位課程 TAICA清華大學課程；學制：碩博；上課時間：星期一 9:00~12:00	8	8		TAC8003		半	3.0	AI聯盟	AIA		Data Mining: Concepts, Techniques, and Applications </br>[ Program: Artificial Intelligence for Natural Language Technology Program ]	是		0	50	選	◎課程開放上修	1	0014	陳宜欣	一 2-4 校外 教室自排	
114	1	0	0	自然語言處理 </br>[ 學分學程：AI自然語言 ]	8	◎數位課程 TAICA清華大學課程；學制：碩博；上課時間：星期二 13:20~15:10、星期四 13:20~14:10	11	11		TAC8004		半	3.0	AI聯盟	AIA		Natural Language Processing </br>[ Program: Artificial Intelligence for Natural Language Technology Program ]			0	50	選	◎課程不開放上修	1	0015	高宏宇	二 6-7 校外 教室自排, 四 6 校外 教室自排	
114	1	0	0	智慧人機互動	8	◎數位課程 TAICA臺北科技大學課程；學制：碩博；上課時間：星期四 13:10~16:00	5	5		TAC8005		半	3.0	AI聯盟	AIA		Human-AI Interaction			0	50	選	◎課程開放上修	1	0016	韓秉軒	四 6-8 校外 教室自排	
114	1	0	0	人工智慧導論 </br>[ 學分學程：人工探索學程 ]	9	◎數位課程 TAICA成功大學課程；學制：大碩；上課時間：星期四 13:10~16:00	11	11		TAC9001		半	3.0	AI聯盟	AIA		Introduction to Artificial Intelligence </br>[ Program: Applied Artificial Intelligence Exploration Program ]			0	50	選		1	0017	朱威達	四 6-8 校外 教室自排	
114	1	0	0	生成式AI：文字與圖像生成的原理與實務 </br>[ 學分學程：AI自然語言 ]	9	◎數位課程 TAICA政治大學課程；學制：大碩；上課時間：星期二 16:00~19:00；本校協同教師：柯佳伶	47	47		TAC9003		半	3.0	AI聯盟	AIA		Generative AI: Text and Image Synthesis Principles and Practice </br>[ Program: Artificial Intelligence for Natural Language Technology Program ]			0	50	選		1	0018	蔡炎龍	二 8-A 校外 教室自排	
114	1	0	0	電腦視覺實務與深度學習	9	◎數位課程 TAICA臺灣大學課程；學制：大碩；上課時間：星期五 9:10~12:10；本校協同教師：葉梅珍	19	19		TAC9005		半	3.0	AI聯盟	AIA		Computer Vision Practice with Deep Learning			0	50	選		1	0019	鄭文皇	五 2-4 校外 教室自排	
114	1	10	0	體育課程研究			9	9		PEM0004		半	3.0	體育系（碩）	AM30		Studies in Physical Education Curriculum			0	50	選	◎課程開放上修	N	0020	施登堯	四 7-9 和平 體002	
114	1	10	0	運動哲學研究			20	20		PEM0020		半	3.0	體育系（碩）	AM30		Studies in Philosophy of Sport			0	50	選	◎課程開放上修	N	0021	林慶宏	四 2-4 和平 體001	
114	1	10	0	運動行銷學研究			20	20		PEM0023		半	3.0	體育系（碩）	AM30		Studies in Sport Marketing			0	50	選	◎課程開放上修	N	0022	鄭志富	四 7-9 和平 體001	
114	1	10	1	統計與實驗設計（一）			49	48		PEM0024		半	3.0	體育系（碩）	AM30		Statistics and Experimental Design(I)			0	50	必	◎課程開放上修	N	0023	林昌平	三 6-8 和平 教402	
