acadm_year	acadm_term	authorize_p	authorize_using	chn_name	classes	comment	counter	counter_exceptAuth	course_avg	course_code	course_group	course_kind	credit	dept_chiabbr	dept_code	dept_group_name	eng_name	eng_teach	form_s	limit	limit_count_h	option_code	restrict	rt	serial_no	teacher	time_inf	generalCore
112	2	5	0	溝通與表達 </br>[ 學分學程：金牌書院 ]			16	16		A0U0001		半	2.0	運休學院	A		Communication and Expression </br>[ Program: The Program of Elite Athletes College ]			5	50	選		N	0001	姜義村	三 8-9 本部 誠301	
112	2	10	0	運動行銷學專題研究			4	4		PED0025		半	3.0	體育系（博）	AD30		Special Topics in Sport Marketing			0	50	選	◎課程開放上修	N	0002	鄭志富	二 7-9 本部 體003	
112	2	10	0	體育政策分析			6	6		PED0052		半	3.0	體育系（博）	AD30		Policy Analysis in Physical Education			0	50	選	◎課程開放上修	N	0003	張至滿	五 2-4 本部 體003	
112	2	10	0	高等教育體育課程研究			4	4		PED0056		半	3.0	體育系（博）	AD30		Studies in Physical Education Curriculum for Higher Education			0	50	選	◎課程開放上修	N	0004	施登堯	五 2-4 本部 體002	
112	2	10	0	運動社會學專題研究			2	2		PED0076		半	3.0	體育系（博）	AD30		Special Topics in Sport Sociology			0	50	選	◎課程開放上修	N	0005	湯添進	四 2-4 本部 體002	
112	2	5	0	量化研究法			8	8		SRD0002		半	3.0	休旅所（博）	AD31		Quantitative Methodology			2	30	必	◎課程開放上修	N	0006	陳美燕	四 6-8 本部 綜602	
112	2	1	0	運動與休閒社會學理論			3	3		SRD0007		半	3.0	休旅所（博）	AD31		Sport, Leisure and Social Theories			2	30	選	◎課程開放上修	N	0007	林伯修	四 2-4 本部 綜602	
112	2	0	0	運動休閒與餐旅管理專題討論			6	6		SRD0024		半	1.0	休旅所（博）	AD31		Seminar on Sport, Leisure, and Hospitality Management			0	30	必	允許重複修 ◎必須先修過【SRD0001  質性研究法】、【SRD0002  量化研究法】其中一門 ◎課程不開放上修	N	0008	湯添進	四 B 本部 綜508會議室	
112	2	10	0	休閒運動研究 </br>[ 學分學程：高齡學程 ]			29	29		PEM0106		半	3.0	體育系（碩）	AM30		Studies in Recreational Sport </br>[ Program: The program of Cultivating Seniors Service Talent in Community ]			0	50	選	◎課程開放上修	N	0009	詹俊成	一 2-4 本部 體002	
112	2	10	0	比較體育與運動研究	8		6	6		PEC0005		半	3.0	體育系（碩）	AM30		Advanced Comparative Physical Education and Sport			0	50	選	◎課程開放上修	N	0010	黃怡玲	二 7-9 本部 體001	
