acadm_year	acadm_term	authorize_p	authorize_using	chn_name	classes	comment	counter	counter_exceptAuth	course_avg	course_code	course_group	course_kind	credit	dept_chiabbr	dept_code	dept_group_name	eng_name	eng_teach	form_s	limit	limit_count_h	option_code	restrict	rt	serial_no	teacher	time_inf	generalCore
112	1	5	0	生涯規劃與就業輔導 </br>[ 學分學程：金牌書院 ]			16	16		A0U0004		半	2.0	運休學院	A		Career Planning and Vocational Counseling </br>[ Program: The Program of Elite Athletes College ]			5	50	選		N	0001	洪聰敏	四 3-4 本部 正105	
112	1	5	0	國際體育與運動現勢 </br>[ 學分學程：金牌書院 ]			19	19		A0U0005		半	2.0	運休學院	A		International Trends of Physical Education and Sports </br>[ Program: The Program of Elite Athletes College ]			5	43	選		N	0002	陳美燕	三 8-9 本部 體003	
112	1	10	0	運動科學特論			18	18		PED0012		半	3.0	體育系（博）	AD30		Topics in Sport Science			0	50	必	◎課程開放上修	N	0003	林靜萍	五 2-4 本部 體001	
112	1	10	0	運動管理學專題研究			1	1		PED0065		半	3.0	體育系（博）	AD30		Special Topics in Sport Management			0	50	選	◎課程開放上修	N	0004	程紹同	四 2-4 本部 體002	
112	1	10	0	體育教學專題研究			7	7		PED0066		半	3.0	體育系（博）	AD30		Special Topics in Physical Education Teaching			0	50	選	◎課程開放上修	N	0005	闕月清	三 A-C 本部 體003	
112	1	10	0	身體活動心理學之研究典範與批判			9	9		PED0072		半	3.0	體育系（博）	AD30		Paradigms and Critiques of Physical Activity Psychology Research			0	50	選	◎課程開放上修	N	0006	季力康	四 2-4 本部 體育館一2樓會議室	
112	1	1	0	質性研究法			5	5		SRD0001		半	3.0	休旅所（博）	AD31		Qualitative Methodology	是		2	30	必	◎課程不開放上修	N	0007	麥康妮	四 7-9 本部 綜602	
112	1	2	0	休閒產業組織行為研究 </br>[ 學分學程：高齡學程 ]			8	8		SRD0009		半	3.0	休旅所（博）	AD31		Studies in Organizational Behavior for Leisure Industry </br>[ Program: The program of Cultivating Seniors Service Talent in Community ]			2	30	選	◎課程不開放上修	N	0008	陳美燕	四 3-5 本部 綜602	
112	1	0	0	運動休閒與餐旅管理專題討論			4	4		SRD0024		半	1.0	休旅所（博）	AD31		Seminar on Sport, Leisure, and Hospitality Management			0	30	必	允許重複修 ◎必須先修過【SRD0001  質性研究法】、【SRD0002  量化研究法】其中一門 ◎課程不開放上修	N	0009	林伯修	四 C 本部 綜508會議室	
112	1	3	1	運動休閒專業英文寫作與口語表達			5	4		SRD0025		半	3.0	休旅所（博）	AD31		Academic Writing and Oral Presentation for Sport and Leisure	是		0	30	選	◎課程不開放上修	N	0010	廖邕	五 3-5 本部 綜603	
112	1	10	0	體育課程研究			15	15		PEM0004		半	3.0	體育系（碩）	AM30		Studies in Physical Education Curriculum			0	50	選	◎課程開放上修	N	0011	掌慶維	二 7-9 本部 體001	
112	1	10	0	體育教學研究			8	8		PEM0005		半	3.0	體育系（碩）	AM30		Research on Teaching Physical Education			0	50	選	◎課程開放上修	N	0012	施登堯	四 7-9 本部 體003	
112	1	10	0	運動行銷學研究			3	3		PEM0023		半	3.0	體育系（碩）	AM30		Studies in Sport Marketing			0	50	選	◎課程開放上修	N	0013	程紹同	五 6-8 本部 體002	
112	1	10	0	統計與實驗設計（一）			40	40		PEM0024		半	3.0	體育系（碩）	AM30		Statistics and Experimental Design(I)			0	50	必	◎課程開放上修	N	0014	張育愷	一 7-9 本部 教402	
112	1	10	0	研究法			21	21		PEM0027	A	半	3.0	體育系（碩）	AM30		Research Methodology			0	50	必	◎課程開放上修	N	0015	程瑞福	二 2-4 本部 體002	
112	1	10	0	研究法			29	29		PEM0027	B	半	3.0	體育系（碩）	AM30		Research Methodology			0	50	必	◎課程開放上修	N	0016	洪聰敏	二 2-4 本部 體003	
